: X/Open regex tests 2010-11-22

# basic sanity

BEA	abracadabra$	abracadabracadabra	(7,18)
K	@(abc)*\1		abcfooabc	(0,9)(0,3)
K	a((A)|(B)|(C))z		aCzq		(0,3)(1,2)(?,?)(?,?)(1,2)
K	a*\1			abc\1		(0,5)
K	a*\1			abca		NOMATCH
K	foo@(bar|xyz+(q))bam	foobarbam	(0,9)(3,6)
K	@(abc)@(foo)@(xyz)	abcfooxyz	(0,9)(0,3)(3,6)(6,9)
K	@(abc)@(???)@(xyz)	abcfooxyz	(0,9)(0,3)(3,6)(6,9)
K	@(abc)@(*)@(xyz)	abcfooxyz	(0,9)(0,3)(3,6)(6,9)
K	@(abc)@(foo)\1		abcfooabc	(0,9)(0,3)(3,6)
K	@(abc)@(???)\1		abcfooabc	(0,9)(0,3)(3,6)
K	@(abc)@(*)\1		abcfooabc	(0,9)(0,3)(3,6)

# augmented shell metachars

K	libg??@(.a|.so*)	libg++.a		(0,8)(6,8)
K	libg++@(.a|.so*)	libg++.a		(0,8)(6,8)
K	libg!!@(.a|.so*)	libg!!.so		(0,9)(6,9)

# augmented shell (non)grouping

K	@*			@file		(0,5)

# fnmatch patterns

S	\a\z			\a\z		NOMATCH
Ss	\a\z			\a\z		(0,4)

Sa	*			.abc		(0,4)
Sa	*			Xabc		(0,4)
Sa	?abc			.abc		(0,4)
Sa	?abc			Xabc		(0,4)
Sa	??abc			X.abc		(0,5)
Sa	.*			.abc		(0,4)
Sa	.*			Xabc		NOMATCH
Sa	?.*			X.abc		(0,5)
Sa	[!a-z]abc		.abc		(0,4)
Sa	[!a-z]abc		Xabc		(0,4)

Sad	*			.abc		NOMATCH
Sad	*			Xabc		(0,4)
Sad	?abc			.abc		NOMATCH
Sad	?abc			Xabc		(0,4)
Sad	??abc			X.abc		(0,5)
Sad	.*			.abc		(0,4)
Sad	.*			Xabc		NOMATCH
Sad	?.*			X.abc		(0,5)
Sad	[!a-z]abc		.abc		NOMATCH
Sad	[!a-z]abc		Xabc		(0,4)

Spa	/a/b/c			/a/b/c		(0,6)
Spa	//a//b//c		/a/b/c		(0,6)
Spa	/a/b/c			//a//b//c	(0,9)
Spa	/a/b/c/			/a/b/c		NOMATCH
Spa	/a/b/c			/a/b/c/		NOMATCH
Spa	/a/b/			/a/b/c		NOMATCH
Spa	*b*			/a/b/c		NOMATCH
Spa	/a*c			/a/b/c		NOMATCH
Spa	/a/*/c			/a/b/c		(0,6)
Spa	/a/*/c			/a/.b/c		(0,7)

Spad	/a/*/c			/a/.b/c		NOMATCH
Spad	/a/.*/c			/a/.b/c		(0,7)
Spad	/z/*			/z/.abc		NOMATCH
Spad	/z/*			/z/Xabc		(0,7)
Spad	/z/?abc			/z/.abc		NOMATCH
Spad	/z/?abc			/z/Xabc		(0,7)
Spad	/z/??abc		/z/X.abc	(0,8)
Spad	/z/.*			/z/.abc		(0,7)
Spad	/z/.*			/z/Xabc		NOMATCH
Spad	/z/?.*			/z/X.abc	(0,8)
Spad	/z/[!a-z]abc		/z/.abc		NOMATCH
Spad	/z/[!a-z]abc		/z/Xabc		(0,7)

Kad	@(ABC|*)		.abc		NOMATCH
Kad	@(ABC|*)		Xabc		(0,4)(0,4)
Kad	@(ABC|?abc)		.abc		NOMATCH
Kad	@(ABC|?abc)		Xabc		(0,4)(0,4)
Kad	@(ABC|??abc)		X.abc		(0,5)(0,5)
Kad	@(ABC|.*)		.abc		(0,4)(0,4)
Kad	@(ABC|.*)		Xabc		NOMATCH
Kad	@(ABC|?.*)		X.abc		(0,5)(0,5)
Kad	@(ABC|[!a-z]abc)	.abc		NOMATCH
Kad	@(ABC|[!a-z]abc)	Xabc		(0,4)(0,4)

# pax pattern

Ka	(/ |_______[0-9_][0-9_][0-9_]E[BL]E[BL]_)*	/         	(0,10)(0,2)
Ka	(/ |_______[0-9_][0-9_][0-9_]E[BL]E[BL]_)*	_______123EBEL_	(0,15)(0,15)

# the old strgrpmatch can't handle these

K	[a-e]*[!t	eel[!t			NOMATCH
K	[\		[\			(0,2)
K	[]		[]			(0,2)
K	[		[			(0,1)
K	[a		[a			(0,2)
K	(\		(\			(0,2)
K	\(\		(\			(0,2)
K	()		)			(0,0)(0,0)
K	\(\)		)			NOMATCH
K	()		()			(0,0)(0,0)
K	\(\)		()			(0,2)
K	(		(			(0,1)
K	\(		(			(0,1)
K	(a		(a			(0,2)
K	\(a		(a			(0,2)

K	+([abc])&*([bcd])	abcd		(1,3)(1,3)(1,3)
K	*([abc])&+([bcd])	abcd		(1,3)(1,3)(1,3)
K	!(a*)&+(?)		abb		(1,3)(1,3)(1,3)
K	!(*(???|?????))		aa		(0,2)(0,2)
K	!(*(???|?????))		aaa		(0,2)(0,2)
K	!(*(???|?????))		aaaa		(0,4)(0,4)
K	!(*(???|?????))		aaaaa		(0,4)(0,4)
K	!(*(???|?????))		aaaaaa		(0,4)(0,4)
K	!(*(???|?????))		aaaaaaa		(0,7)(0,7)
K	!(*(???|?????))		aaaaaaaa	(0,7)(0,7)
K	!(*(???|?????))		aaaaaaaaa	(0,7)(0,7)
K	!(*(???)*(?????))	aa		(0,2)(0,2)
K	!(*(???)*(?????))	aaa		(0,2)(0,2)
K	!(*(???)*(?????))	aaaa		(0,4)(0,4)
K	!(*(???)*(?????))	aaaaa		(0,4)(0,4)
K	!(*(???)*(?????))	aaaaaa		(0,4)(0,4)
K	!(*(???)*(?????))	aaaaaaa		(0,7)(0,7)
K	!(*(???)*(?????))	aaaaaaaa	(0,7)(0,7)
K	!(*(???)*(?????))	aaaaaaaaa	(0,7)(0,7)
K	+(a|@(b|c)|d)*\2	ab2		NOMATCH
K	+(a|@(b|c)|d)*\2	aaab2		NOMATCH
K	+(a|@(b|c)|d)*\2	cczc		(0,4)(0,2)(1,2)
K	+(a|@(b|c)|d)*\1	cczcc		(0,5)(0,2)(1,2)
K	*+(x)*			abcxxxxdef	(0,10)(6,7)
K	+(a)*+(a)		aabca		(0,5)(0,2)(4,5)
K	+(a|@(b|c)|d)*\1	aaab2		(0,3)(0,1)
K	+(a|@(b|c)|d)*\1	aba		(0,3)(0,1)
K	+(a|@(b|c)|d)*\2	bca2		NOMATCH
K	+(a|@(b|c)|d)*\2	cczcc		(0,5)(0,2)(1,2)
K	a((A)|(B)|(C))z		aCzq		(0,3)(1,2)(?,?)(?,?)(1,2)
K	foo@(bar|xyz+(q))bam	foobarbam	(0,9)(3,6)

# from the ksh regression tests

K	\[(*)\]			[123]def	(0,5)(1,4)

# from libast

K2	(a|ascii|?(iso)646|?(iso)8859|latin)	ascii	(0,5)(0,5)
K2	?(iso)8859				iso8859	(0,7)(0,3)
K4	(a|ascii|?(iso)646|?(iso)8859|latin)	iso8859	(0,7)(0,7)(?,?)(0,3)

# negation annihilation

K	*!(|a)cd		abcd		(0,4)(1,2)

# strgrpmatch stress

K	*(a)*(a)*(a)*(a)*(a)b	aaaaaaaaac	NOMATCH
K	*(a)*(a)*(a)*(a)*(a)b	aaaaaaaaab	(0,10)(0,9)(9,9)(9,9)(9,9)(9,9)

K	x*(a:|z:)			xz:string gjlb	(0,3)(1,3)
K	*(a:|z:)			z:string gjlb	(0,2)(0,2)
K	*(a:|z:)			xz:string gjlb	(0,0)(0,0)
K	+(a:|z:)			xz:string gjlb	(1,3)(1,3)

K	((a:|z:)+([string]))*([ ])	z:string gjlb	(0,9)(0,8)(0,2)(2,8)(8,9)
K	((a:|z:)+([string]))*([ ])	xz:string gjlb	(1,10)(1,9)(1,3)(3,9)(9,10)
K	*((a:|z:)+([string]))*([ ])	ghkahkgvdhkg saghka sghkvavsghkasdg z:string gjlb jbgajkvbahjkgvbadhjkvb	(0,0)(0,0)(?,?)(?,?)(0,0)

K	+((a:|z:)+([string]))*([ ])	ujsdfiabhf ajkbfjkad boahjdbg hjadvbgj advb gjadbgjad vgjadvbg jadv gdjagv adjgvadsj adjgv ajgvajgvs javdj ssjvfjwassj gbjadgvsjkndbg asdjkgb asdhjkgb jkqeagvbtahjkevtg adhjkgv dhkasvgadhk gdsvh gvdghk adghkad ghkahkgvdhkg saghka sghkvavsghkasdg z:string gjlb jbgajkvbahjkgvbadhjkvb vbasdjgv jkadgvbadjgv a:string aksjbadvbajkgb advshjkgvakjg vashkgvashkgvashjkgvhkgadhvadvadhgvadhkgv adhkgvadhkvadhgva	(246,255)(246,254)(246,248)(248,254)(254,255)
K	*((a:|z:)+([string]))*([ ])	ujsdfiabhf ajkbfjkad boahjdbg hjadvbgj advb gjadbgjad vgjadvbg jadv gdjagv adjgvadsj adjgv ajgvajgvs javdj ssjvfjwassj gbjadgvsjkndbg asdjkgb asdhjkgb jkqeagvbtahjkevtg adhjkgv dhkasvgadhk gdsvh gvdghk adghkad ghkahkgvdhkg saghka sghkvavsghkasdg z:string gjlb jbgajkvbahjkgvbadhjkvb vbasdjgv jkadgvbadjgv a:string aksjbadvbajkgb advshjkgvakjg vashkgvashkgvashjkgvhkgadhvadvadhgvadhkgv adhkgvadhkvadhgva	(0,0)(0,0)(?,?)(?,?)(0,0)

# the negation universe

K	*(*)		abcabcabd		(0,9)(0,9)
K	*(*)		abcabcabc		(0,9)(0,9)

K	!(*)		abcabcabc		NOMATCH

K	!(*-*)		abcabcab-abcabc		(0,8)(0,8)
K	*!(*-*)		abcabcab-abcabc		(0,15)(15,15)
K	!(*-*)*		abcabcab-abcabc		(0,15)(0,8)

K	!(*-*)		ab-abcabcab-abc		(0,2)(0,2)
K	*!(*-*)		ab-abcabcab-abc		(0,15)(15,15)
K	!(*-*)*		ab-abcabcab-abc		(0,15)(0,2)

K	*(!(*-*))	aaaaaaaa0aaaaaaa0aaaa-1	(0,21)(0,21)(0,21)
K	*(!(*-*))	bbbbbbbbb0		(0,10)(0,10)(0,10)

# shell minimal match

SKm	?		abc			(0,1)
SKml	?		abc			(0,1)
SKmr	?		abc			(2,3)
SKmlr	?		abc			NOMATCH
SKmlr	?		a			(0,1)

# shell (|&) magic

K	@(a|b)		(a|b)			(1,2)(1,2)
K	@(a|b)		c			NOMATCH
K	(a|b)		(a|b)			(1,2)(1,2)
K	(a|b)		c			NOMATCH
K	(a|b)		(a|b)			(1,2)(1,2)
K	a|b		a			(0,1)
K	a|b		c			NOMATCH
K	a|b		a|b			(0,1)

Ko	@(a|b)		(a|b)			(1,2)(1,2)
Ko	@(a|b)		c			NOMATCH
Ko	(a|b)		(a|b)			(0,5)
Ko	(a|b)		c			NOMATCH
Ko	(a|b)		(a|b)			(0,5)
Ko	a|b		a			NOMATCH
Ko	a|b		c			NOMATCH
Ko	a|b		a|b			(0,3)

# embedded NUL or threats thereof

E	.*(/XXX).*			/XXX			(0,4)(0,4)
E	.*(/XXX).*			/XX7			NOMATCH

E	.*(\\XXX).*			\XXX			(0,4)(0,4)
E	.*(\\XXX).*			\XX7			NOMATCH

E	.*(\XXX).*			\XXX			BADESC
E	.*(\XXX).*			\XX7			BADESC

Ex	.*(\XXX).*			\XXX			(0,4)(1,4)
Ex	.*(\XXX).*			\XX7			NOMATCH

E	\\XXX				\XXX			(0,4)
E	\\XXX				\XX7			NOMATCH

E	\XXX				\XXX			BADESC
E	\XXX				\XX7			BADESC

E	.*(/000).*			/000			(0,4)(0,4)
E	.*(/000).*			/007			NOMATCH

E	.*(\\000).*			\000			(0,4)(0,4)
E	.*(\\000).*			\007			NOMATCH

E	.*(\000).*			\000			NOMATCH
E	.*(\000).*			\007			NOMATCH

Ex	.*(\000).*			\000			NOMATCH
Ex	.*(\000).*			\007			NOMATCH

E	\\000				\000			(0,4)
E	\\000				\007			NOMATCH

E	\000				\000			NOMATCH
E	\000				\007			NOMATCH

Ex	\000				\000			NOMATCH
Ex	\000				\007			NOMATCH

Ex$	a.z				a\x7fz			(0,3)
Ex$	a\x7fz				a\x7fz			(0,3)
Ex$	a\\x7fz				a\x7fz			(0,3)

Ex$	a.z				a\000z			(0,3)
Ex$	a\\000z				a\000z			(0,3)

Ex$	\\000$				\000			(0,1)
Ex$	\\000$				z\000			(1,2)

Ex$	.z				\000z			(0,2)
Ex$	\\000z				\000z			(0,2)

# extended vs ksh

E	t.(2003.02.16).t.*	t.2003.02.16.t		(0,14)(2,12)
E	t.(2003.02.16)?.t.*	t.2003.02.16.t		(0,14)(2,12)
E	t.(2003.02.16)*.t.*	t.2003.02.16.t		(0,14)(2,12)
E	t.(2003.02.16)+.t.*	t.2003.02.16.t		(0,14)(2,12)
E	t.(2003.02.16)+.t.*	t.2003.02.16.tt		(0,15)(2,12)
E	t.(2003.02.16)+.t.*	t.2003.02.16.ttt	(0,16)(2,12)
E	t.(2003.02.16){1,1}.t.*	t.2003.02.16.t		(0,14)(2,12)
E	t.(2003.02.16){1,1}.t.*	t.2003.02.16.tt		(0,15)(2,12)
E	t.(2003.02.16){1,1}.t.*	t.2003.02.16.ttt	(0,16)(2,12)
E	t.(2003.02.16){1,2}.t.*	t.2003.02.16.t		(0,14)(2,12)
E	t.(2003.02.16){1,2}.t.*	t.2003.02.16.tt		(0,15)(2,12)
E	t.(2003.02.16){1,2}.t.*	t.2003.02.16.ttt	(0,16)(2,12)

K	t.@(2003.02.16).t*	t.2003.02.16.t		(0,14)(2,12)
K	t.?(2003.02.16).t*	t.2003.02.16.t		(0,14)(2,12)
K	t.*(2003.02.16).t*	t.2003.02.16.t		(0,14)(2,12)
K	t.+(2003.02.16).t*	t.2003.02.16.t		(0,14)(2,12)
K	t.+(2003.02.16).t*	t.2003.02.16.tt		(0,15)(2,12)
K	t.+(2003.02.16).t*	t.2003.02.16.ttt	(0,16)(2,12)

A	([[:digit:]]{2})	01	(0,2)(0,2)
K	@([[:digit:]]{2})	01	NOMATCH
K	@([[:digit:]]{2})	0{2}	(0,4)(0,4)
K	@({2}[[:digit:]])	01	NOMATCH
K	@({2}[[:digit:]])	{2}1	(0,4)(0,4)
K	@({2}([[:digit:]]))	01	(0,2)(0,2)(0,2)
K	@({2}([[:digit:]]))	{2}1	NOMATCH
K	@({0([[:digit:]])})	{01}	(0,4)(0,4)(2,3)

A	(\d{2})			01	(0,2)(0,2)
K	@(\d{2})		01	NOMATCH
K	@(\d{2})		0{2}	(0,4)(0,4)
K	@({2}\d)		01	NOMATCH
K	@({2}\d)		{2}1	(0,4)(0,4)
K	@({2}(\d))		01	(0,2)(0,2)(0,2)
K	@({2}(\d))		{2}1	NOMATCH
K	@({0(\d)})		{01}	(0,4)(0,4)(2,3)

# shell character class escapades

K	a\tz			a\tz		NOMATCH
K	a\\tz			a\tz		(0,4)
K	a\\tz			a\\tz		NOMATCH

K	@(a\tz)			a\tz		NOMATCH
K	@(a\\tz)		a\tz		(0,4)(0,4)
K	@(a\\tz)		a\\tz		NOMATCH

K	a\Ez			a\Ez		NOMATCH
K	a\\Ez			a\Ez		(0,4)
K	a\\Ez			a\\Ez		NOMATCH

K	@(a\Ez)			a\Ez		NOMATCH
K	@(a\\Ez)		a\Ez		(0,4)(0,4)
K	@(a\\Ez)		a\\Ez		NOMATCH

K	a\gz			a\gz		NOMATCH
K	a\\gz			a\gz		(0,4)
K	a\\gz			a\\gz		NOMATCH

K	@(a\gz)			a\gz		NOMATCH
K	@(a\\gz)		a\gz		(0,4)(0,4)
K	@(a\\gz)		a\\gz		NOMATCH

K	a\Gz			a\Gz		NOMATCH
K	a\\Gz			a\Gz		(0,4)
K	a\\Gz			a\\Gz		NOMATCH

K	@(a\Gz)			a\Gz		NOMATCH
K	@(a\\Gz)		a\Gz		(0,4)(0,4)
K	@(a\\Gz)		a\\Gz		NOMATCH

K	a[\t]z			atz		NOMATCH
K	a[\t]z			a\z		NOMATCH
K	a[\t]z			a\tz		NOMATCH
K	a[\\t]z			atz		(0,3)
K	a[\\t]z			a\z		(0,3)
K	a[\\t]z			a\tz		NOMATCH

Kv	a[\t]z			atz		NOMATCH
Kv	a[\t]z			a\z		NOMATCH
Kv	a[\\t]z			atz		(0,3)
Kv	a[\\t]z			a\z		(0,3)

K	@(a[\t]z)		atz		NOMATCH
K	@(a[\t]z)		a\tz		NOMATCH
K	@(a[\\t]z)		a\z		(0,3)(0,3)
K	@(a[\\t]z)		atz		(0,3)(0,3)
K	@(a[\\t]z)		a\tz		NOMATCH

K	a[\E]z			aEz		NOMATCH
K	a[\E]z			a\z		NOMATCH
K	a[\\E]z			aEz		(0,3)
K	a[\\E]z			a\z		(0,3)

Kv	a[\E]z			aEz		NOMATCH
Kv	a[\E]z			a\z		NOMATCH
Kv	a[\\E]z			aEz		(0,3)
Kv	a[\\E]z			a\z		(0,3)

K	@(a[\E]z)		aEz		NOMATCH
K	@(a[\E]z)		a\Ez		NOMATCH
K	@(a[\\E]z)		a\z		(0,3)(0,3)
K	@(a[\\E]z)		aEz		(0,3)(0,3)
K	@(a[\\E]z)		a\Ez		NOMATCH

K	a[\g]z			agz		(0,3)
K	a[\g]z			a\z		NOMATCH
K	a[\\g]z			agz		(0,3)
K	a[\\g]z			a\z		(0,3)

Kv	a[\g]z			agz		(0,3)
Kv	a[\g]z			a\z		NOMATCH
Kv	a[\\g]z			agz		(0,3)
Kv	a[\\g]z			a\z		(0,3)

K	@(a[\g]z)		agz		(0,3)(0,3)
K	@(a[\g]z)		a\gz		NOMATCH
K	@(a[\\g]z)		a\z		(0,3)(0,3)
K	@(a[\\g]z)		agz		(0,3)(0,3)
K	@(a[\\g]z)		a\gz		NOMATCH

K	a[\G]z			aGz		(0,3)
K	a[\G]z			a\z		NOMATCH
K	a[\\G]z			aGz		(0,3)
K	a[\\G]z			a\z		(0,3)

Kv	a[\G]z			aGz		(0,3)
Kv	a[\G]z			a\z		NOMATCH
Kv	a[\\G]z			aGz		(0,3)
Kv	a[\\G]z			a\z		(0,3)

K	@(a[\G]z)		aGz		(0,3)(0,3)
K	@(a[\G]z)		a\Gz		NOMATCH
K	@(a[\\G]z)		a\z		(0,3)(0,3)
K	@(a[\\G]z)		aGz		(0,3)(0,3)
K	@(a[\\G]z)		a\Gz		NOMATCH

K$	a\tz			atz		NOMATCH
K$	a\tz			a\\z		NOMATCH
K$	a\tz			a\tz		(0,3)
K$	a\\tz			atz		NOMATCH
K$	a\\tz			a\\\tz		NOMATCH
K$	a\\tz			a\tz		(0,3)
K$	a\\\\tz			atz		NOMATCH
K$	a\\\\tz			a\\tz		(0,4)
K$	a\\\\tz			a\\z		NOMATCH
K$	a\\\\tz			a\tz		NOMATCH
K$	a\\\\tz			a\\\tz		NOMATCH

K$	@(a\tz)			atz		NOMATCH
K$	@(a\tz)			a\\z		NOMATCH
K$	@(a\tz)			a\tz		(0,3)(0,3)
K$	@(a\\tz)		atz		NOMATCH
K$	@(a\\tz)		a\\tz		NOMATCH
K$	@(a\\tz)		a\tz		(0,3)(0,3)
K$	@(a\\\\tz)		atz		NOMATCH
K$	@(a\\\\tz)		a\\tz		(0,4)(0,4)
K$	@(a\\\\tz)		a\tz		NOMATCH

K$	a\Ez			aEz		NOMATCH
K$	a\Ez			a\\z		NOMATCH
K$	a\Ez			a\Ez		(0,3)
K$	a\\Ez			aEz		NOMATCH
K$	a\\Ez			a\\z		NOMATCH
K$	a\\Ez			a\Ez		(0,3)
K$	a\\\\Ez			aEz		NOMATCH
K$	a\\\\Ez			a\\Ez		(0,4)
K$	a\\\\Ez			a\\z		NOMATCH
K$	a\\\\Ez			a\Ez		NOMATCH
K$	a\\\\Ez			a\\\Ez		NOMATCH

K$	@(a\Ez)			aEz		NOMATCH
K$	@(a\Ez)			a\\z		NOMATCH
K$	@(a\Ez)			a\Ez		(0,3)(0,3)
K$	@(a\\Ez)		aEz		NOMATCH
K$	@(a\\Ez)		a\\Ez		NOMATCH
K$	@(a\\Ez)		a\Ez		(0,3)(0,3)
K$	@(a\\\\Ez)		aEz		NOMATCH
K$	@(a\\\\Ez)		a\\Ez		(0,4)(0,4)
K$	@(a\\\\Ez)		a\Ez		NOMATCH

K$	a\\gz			agz		(0,3)
K$	a\\gz			a\\z		NOMATCH
K$	a\\\\gz			agz		NOMATCH
K$	a\\\\gz			a\\gz		(0,4)
K$	a\\\\gz			a\\z		NOMATCH

K$	@(a\\gz)		agz		(0,3)(0,3)
K$	@(a\\gz)		a\\gz		NOMATCH
K$	@(a\\\\gz)		agz		NOMATCH
K$	@(a\\\\gz)		a\\gz		(0,4)(0,4)

K$	a\\Gz			aGz		(0,3)
K$	a\\Gz			a\\z		NOMATCH
K$	a\\\\Gz			aGz		NOMATCH
K$	a\\\\Gz			a\\Gz		(0,4)
K$	a\\\\Gz			a\\z		NOMATCH

K$	@(a\\Gz)		aGz		(0,3)(0,3)
K$	@(a\\Gz)		a\\Gz		NOMATCH
K$	@(a\\\\Gz)		aGz		NOMATCH
K$	@(a\\\\Gz)		a\\Gz		(0,4)(0,4)

K$	a[\t]z			atz		NOMATCH
K$	a[\t]z			a\\z		NOMATCH
K$	a[\t]z			a\tz		(0,3)
K$	a[\\t]z			atz		NOMATCH
K$	a[\\t]z			a\\z		NOMATCH
K$	a[\\t]z			a\tz		(0,3)
K$	a[\\\\t]z		atz		(0,3)
K$	a[\\\\t]z		a\\z		(0,3)
K$	a[\\\\t]z		a\tz		NOMATCH

Kv$	a[\t]z			atz		NOMATCH
Kv$	a[\t]z			a\\z		NOMATCH
Kv$	a[\t]z			a\tz		(0,3)
Kv$	a[\\t]z			atz		NOMATCH
Kv$	a[\\t]z			a\\z		NOMATCH
Kv$	a[\\t]z			a\tz		(0,3)
Kv$	a[\\\\t]z		atz		(0,3)
Kv$	a[\\\\t]z		a\\z		(0,3)
Kv$	a[\\\\t]z		a\tz		NOMATCH

K$	@(a[\t]z)		atz		NOMATCH
K$	@(a[\t]z)		a\\z		NOMATCH
K$	@(a[\t]z)		a\tz		(0,3)(0,3)
K$	@(a[\\t]z)		atz		NOMATCH
K$	@(a[\\t]z)		a\\tz		NOMATCH
K$	@(a[\\t]z)		a\tz		(0,3)(0,3)
K$	@(a[\\\\t]z)		atz		(0,3)(0,3)
K$	@(a[\\\\t]z)		a\\tz		NOMATCH
K$	@(a[\\\\t]z)		a\tz		NOMATCH

K$	a[\E]z			aEz		NOMATCH
K$	a[\E]z			a\\z		NOMATCH
K$	a[\E]z			a\Ez		(0,3)
K$	a[\\E]z			aEz		NOMATCH
K$	a[\\E]z			a\\z		NOMATCH
K$	a[\\E]z			a\Ez		(0,3)
K$	a[\\\\E]z		aEz		(0,3)
K$	a[\\\\E]z		a\\z		(0,3)
K$	a[\\\\E]z		a\Ez		NOMATCH

Kv$	a[\E]z			aEz		NOMATCH
Kv$	a[\E]z			a\\z		NOMATCH
Kv$	a[\E]z			a\Ez		(0,3)
Kv$	a[\\E]z			aEz		NOMATCH
Kv$	a[\\E]z			a\\z		NOMATCH
Kv$	a[\\E]z			a\Ez		(0,3)
Kv$	a[\\\\E]z		aEz		(0,3)
Kv$	a[\\\\E]z		a\\z		(0,3)
Kv$	a[\\\\E]z		a\Ez		NOMATCH

K$	@(a[\E]z)		aEz		NOMATCH
K$	@(a[\E]z)		a\\z		NOMATCH
K$	@(a[\E]z)		a\Ez		(0,3)(0,3)
K$	@(a[\\E]z)		aEz		NOMATCH
K$	@(a[\\E]z)		a\\Ez		NOMATCH
K$	@(a[\\E]z)		a\Ez		(0,3)(0,3)
K$	@(a[\\\\E]z)		aEz		(0,3)(0,3)
K$	@(a[\\\\E]z)		a\\Ez		NOMATCH
K$	@(a[\\\\E]z)		a\Ez		NOMATCH

K$	a[\\g]z			agz		(0,3)
K$	a[\\g]z			a\\z		NOMATCH
K$	a[\\\\g]z		agz		(0,3)
K$	a[\\\\g]z		a\\z		(0,3)

Kv$	a[\\g]z			agz		(0,3)
Kv$	a[\\g]z			a\\z		NOMATCH
Kv$	a[\\\\g]z		agz		(0,3)
Kv$	a[\\\\g]z		a\\z		(0,3)

K$	@(a[\\g]z)		agz		(0,3)(0,3)
K$	@(a[\\g]z)		a\\gz		NOMATCH
K$	@(a[\\\\g]z)		agz		(0,3)(0,3)
K$	@(a[\\\\g]z)		a\\gz		NOMATCH

K$	a[\\G]z			aGz		(0,3)
K$	a[\\\\G]z		a\\z		(0,3)
K$	a[\\\\G]z		aGz		(0,3)
K$	a[\\\\G]z		a\\z		(0,3)

Kv$	a[\\G]z			aGz		(0,3)
Kv$	a[\\G]z			a\\z		NOMATCH
Kv$	a[\\\\G]z		aGz		(0,3)
Kv$	a[\\\\G]z		a\\z		(0,3)

K$	@(a[\\G]z)		aGz		(0,3)(0,3)
K$	@(a[\\G]z)		a\\Gz		NOMATCH
K$	@(a[\\\\G]z)		aGz		(0,3)(0,3)
K$	@(a[\\\\G]z)		a\\Gz		NOMATCH
